listing_url,title,stock_type,price,location,km_driven,fuel_type,transmission,reg_state,other_specs
https://www.cars24.com/buy-used-maruti-swift-2023-cars-hyderabad-10496773111/,,,,,,,,,[]
https://www.cars24.com/buy-used-hyundai-elite-i20-2019-cars-hyderabad-12265678196/,,,,,,,,,[]
https://www.cars24.com/buy-used-tata-nexon-2023-cars-hyderabad-10433492101/,,,,,,,,,[]
https://www.cars24.com/buy-used-maruti-swift-2020-cars-hyderabad-10412694107/,,,,,,,,,[]
https://www.cars24.com/buy-used-maruti-swift-2022-cars-hyderabad-10051494130/,,,,,,,,,[]
https://www.cars24.com/buy-used-tata-nexon-2022-cars-hyderabad-10470792126/,,,,,,,,,[]
https://www.cars24.com/buy-used-renault-kwid-2023-cars-hyderabad-10452963764/,,,,,,,,,[]
https://www.cars24.com/buy-used-kia-seltos-2021-cars-hyderabad-10493676156/,,,,,,,,,[]
https://www.cars24.com/buy-used-maruti-ertiga-2016-cars-hyderabad-10469272153/,,,,,,,,,[]
https://www.cars24.com/buy-used-hyundai-grand-i10-2019-cars-hyderabad-10417092101/,,,,,,,,,[]
https://www.cars24.com/buy-used-maruti-celerio-2021-cars-hyderabad-10776772195/,,,,,,,,,[]
https://www.cars24.com/buy-used-hyundai-santro-xing-2014-cars-hyderabad-19525798106/,,,,,,,,,[]
https://www.cars24.com/buy-used-hyundai-creta-2018-cars-hyderabad-10412099185/,,,,,,,,,[]
https://www.cars24.com/buy-used-ford-ecosport-2017-cars-hyderabad-10442496142/,,,,,,,,,[]
https://www.cars24.com/buy-used-tata-altroz-2021-cars-hyderabad-12218574193/,,,,,,,,,[]
https://www.cars24.com/buy-used-maruti-dzire-2018-cars-hyderabad-10443978177/,,,,,,,,,[]
https://www.cars24.com/buy-used-maruti-vitara-brezza-2022-cars-hyderabad-12233171175/,,,,,,,,,[]
https://www.cars24.com/buy-used-honda-amaze-2021-cars-hyderabad-10423993163/,,,,,,,,,[]
https://www.cars24.com/buy-used-skoda-slavia-2022-cars-hyderabad-10431770171/,,,,,,,,,[]
https://www.cars24.com/buy-used-maruti-baleno-2017-cars-hyderabad-10434179150/,,,,,,,,,[]
https://www.cars24.com/buy-used-mahindra-xuv700-2022-cars-hyderabad-10486470157/,2022 Mahindra XUV700,Cars24 Owned Stock,₹12.24 lakh,"Kompally, Hyderabad","45,924 km",Petrol,Manual,TS-11,[]
https://www.cars24.com/buy-used-mahindra-bolero-2022-cars-hyderabad-10089778159/,2022 Mahindra Bolero,Cars24 Owned Stock,₹7.36 lakh,"Uppal, Hyderabad","1,18,970 km",Diesel,Manual,TS-10,[]
https://www.cars24.com/buy-used-maruti-celerio-2017-cars-hyderabad-10489272112/,2017 Maruti Celerio,Cars24 Owned Stock,₹3.85 lakh,"Kompally, Hyderabad","17,355 km",Petrol,Manual,AP-39,[]
https://www.cars24.com/buy-used-mahindra-xuv700-2022-cars-hyderabad-10430072195/,2022 Mahindra XUV700,Cars24 Owned Stock,₹11.11 lakh,"Bachupally, Hyderabad","82,103 km",Petrol,Manual,TS-08,[]
https://www.cars24.com/buy-used-hyundai-creta-2018-cars-hyderabad-10415194187/,2018 Hyundai Creta,Cars24 Owned Stock,₹7.69 lakh,"Upperpally, Attapur, Hyderabad","83,407 km",Petrol,Manual,TS-08,[]
https://www.cars24.com/buy-used-nissan-magnite-2025-cars-hyderabad-10451478183/,2025 Nissan MAGNITE,Cars24 Owned Stock,₹6.93 lakh,"Bachupally, Hyderabad","11,559 km",Petrol,Manual,TG-07,[]
https://www.cars24.com/buy-used-maruti-swift-2023-cars-hyderabad-15817094102/,2023 Maruti Swift,Cars24 Owned Stock,₹5.67 lakh,"Kompally, Hyderabad","91,940 km",CNG,Manual,AP-39,[]
https://www.cars24.com/buy-used-volkswagen-taigun-2022-cars-hyderabad-10414270151/,2022 Volkswagen TAIGUN,Cars24 Owned Stock,₹8.03 lakh,"Kompally, Hyderabad","94,154 km",Petrol,Manual,TS-07,[]
https://www.cars24.com/buy-used-skoda-slavia-2022-cars-hyderabad-10058875175/,2022 Skoda SLAVIA,Cars24 Owned Stock,₹7.12 lakh,"Bachupally, Hyderabad","69,928 km",Petrol,Manual,TS-16,[]
https://www.cars24.com/buy-used-datsun-redi-go-2021-cars-hyderabad-10407191182/,2021 Datsun Redi Go,Cars24 Owned Stock,₹2.27 lakh,"Kompally, Hyderabad","1,40,060 km",Petrol,Manual,TS-07,[]
https://www.cars24.com/buy-used-kia-sonet-2020-cars-hyderabad-12217979194/,2020 KIA SONET,Cars24 Owned Stock,₹8.18 lakh,"Kompally, Hyderabad","65,337 km",Petrol,,TS-08,['Auto']
https://www.cars24.com/buy-used-toyota-urban-cruiser-hyryder-2023-cars-hyderabad-10453476116/,2023 Toyota URBAN CRUISER HYRYDER,Cars24 Owned Stock,₹14.73 lakh,"GVK One Mall, Banjara Hills, Hyderabad, Telangana","18,923 km",Petrol,,TS-09,['Auto']
https://www.cars24.com/buy-used-maruti-swift-2021-cars-hyderabad-10410776198/,2021 Maruti Swift,Cars24 Owned Stock,₹6.01 lakh,"Bachupally, Hyderabad","56,613 km",Petrol,Manual,TS-08,[]
https://www.cars24.com/buy-used-tata-nexon-2022-cars-hyderabad-10435579115/,2022 Tata NEXON,Cars24 Owned Stock,₹6.85 lakh,"Bachupally, Hyderabad","50,933 km",Petrol,Manual,AP-39,[]
https://www.cars24.com/buy-used-maruti-swift-2023-cars-hyderabad-10454896149/,2023 Maruti Swift,Cars24 Owned Stock,₹6.42 lakh,"Upperpally, Attapur, Hyderabad","62,871 km",Petrol,Manual,TS-07,[]
https://www.cars24.com/buy-used-tata-nexon-2021-cars-hyderabad-10497277115/,2021 Tata NEXON,Cars24 Owned Stock,₹7.50 lakh,"Kompally, Hyderabad","44,162 km",Petrol,,TS-09,['Auto']
https://www.cars24.com/buy-used-kia-seltos-2022-cars-hyderabad-10488764741/,2022 KIA SELTOS,Cars24 Owned Stock,₹8.41 lakh,"Kompally, Hyderabad","1,42,977 km",Diesel,Manual,TS-09,[]
https://www.cars24.com/buy-used-renault-kwid-2023-cars-hyderabad-10487899166/,2023 Renault Kwid,Cars24 Owned Stock,₹4.52 lakh,"Upperpally, Attapur, Hyderabad","41,976 km",Petrol,,TS-08,['Auto']
https://www.cars24.com/buy-used-mg-hector-plus-2022-cars-hyderabad-12259695148/,2022 MG HECTOR PLUS,Cars24 Owned Stock,₹13.44 lakh,"Kompally, Hyderabad","61,224 km",Diesel,Manual,AP-39,[]
https://www.cars24.com/buy-used-maruti-dzire-2022-cars-hyderabad-10476079119/,2022 Maruti Dzire,Cars24 Owned Stock,₹6.57 lakh,"GVK One Mall, Banjara Hills, Hyderabad, Telangana","42,311 km",Petrol,,TS-09,['Auto']
https://www.cars24.com/buy-used-hyundai-grand-i10-2020-cars-hyderabad-10464198129/,2020 Hyundai Grand i10,Cars24 Owned Stock,₹4.82 lakh,"GVK One Mall, Banjara Hills, Hyderabad, Telangana","50,458 km",Petrol,Manual,TS-06,[]
https://www.cars24.com/buy-used-ford-ecosport-2017-cars-hyderabad-10478295129/,2017 Ford Ecosport,Cars24 Owned Stock,₹4.61 lakh,"Bachupally, Hyderabad","52,713 km",Petrol,Manual,TS-07,[]
https://www.cars24.com/buy-used-honda-amaze-2018-cars-hyderabad-10487597185/,2018 Honda Amaze,Cars24 Owned Stock,₹5.03 lakh,"Kompally, Hyderabad","70,234 km",Petrol,,TS-08,['Auto']
https://www.cars24.com/buy-used-maruti-ertiga-2016-cars-hyderabad-10438079110/,2016 Maruti Ertiga,Cars24 Owned Stock,₹6.26 lakh,"Kompally, Hyderabad","1,47,738 km",Diesel,Manual,TS-13,[]
https://www.cars24.com/buy-used-mg-astor-2022-cars-hyderabad-10419479155/,2022 MG ASTOR,Cars24 Owned Stock,₹9.67 lakh,"GVK One Mall, Banjara Hills, Hyderabad, Telangana","41,324 km",Petrol,Manual,AP-39,[]
https://www.cars24.com/buy-used-maruti-celerio-2017-cars-hyderabad-10462075173/,2017 Maruti Celerio,Cars24 Owned Stock,₹3.20 lakh,"GVK One Mall, Banjara Hills, Hyderabad, Telangana","53,708 km",Petrol,Manual,TS-08,[]
https://www.cars24.com/buy-used-skoda-slavia-2022-cars-hyderabad-10455771180/,2022 Skoda SLAVIA,Cars24 Owned Stock,₹12.04 lakh,"Bachupally, Hyderabad","24,111 km",Petrol,Manual,TS-07,[]
https://www.cars24.com/buy-used-hyundai-grand-i10-2015-cars-hyderabad-10429499189/,2015 Hyundai Grand i10,Cars24 Owned Stock,₹3.58 lakh,"Upperpally, Attapur, Hyderabad","58,314 km",Petrol,Manual,TS-09,[]
https://www.cars24.com/buy-used-mahindra-xuv700-2022-cars-hyderabad-10480370152/,2022 Mahindra XUV700,Cars24 Owned Stock,₹12.90 lakh,"Kompally, Hyderabad","77,021 km",Petrol,Manual,TS-34,[]
https://www.cars24.com/buy-used-mahindra-xuv700-2021-cars-hyderabad-10410393164/,2021 Mahindra XUV700,Cars24 Owned Stock,₹13.58 lakh,"Upperpally, Attapur, Hyderabad","1,33,099 km",Petrol,,TS-36,['Auto']
https://www.cars24.com/buy-used-maruti-swift-2024-cars-hyderabad-10439870177/,2024 Maruti Swift,Cars24 Owned Stock,₹7.29 lakh,"Kompally, Hyderabad","47,222 km",Petrol,Manual,TG-03,[]
https://www.cars24.com/buy-used-skoda-rapid-2013-cars-hyderabad-13636799176/,2013 Skoda Rapid,Cars24 Owned Stock,₹2.96 lakh,"Kompally, Hyderabad","92,633 km",Diesel,Manual,AP-28,[]
https://www.cars24.com/buy-used-landrover-range-rover-evoque-2021-cars-hyderabad-10420596165/,2021 Landrover Range Rover Evoque,Cars24 Owned Stock,₹40.93 lakh,"GVK One Mall, Banjara Hills, Hyderabad, Telangana","15,313 km",Petrol,,TS-07,['Auto']
https://www.cars24.com/buy-used-maruti-swift-2018-cars-hyderabad-10453973199/,2018 Maruti Swift,Cars24 Owned Stock,₹5.11 lakh,"Kompally, Hyderabad","57,878 km",Petrol,,TS-07,['Auto']
https://www.cars24.com/buy-used-maruti-ertiga-2023-cars-hyderabad-10408978170/,2023 Maruti Ertiga,Cars24 Owned Stock,₹10.23 lakh,"Uppal, Hyderabad","30,179 km",Petrol,,TS-11,['Auto']
https://www.cars24.com/buy-used-tata-nexon-2017-cars-hyderabad-10440879118/,2017 Tata NEXON,Cars24 Owned Stock,₹5.58 lakh,"Kompally, Hyderabad","37,134 km",Petrol,Manual,TS-09,[]
https://www.cars24.com/buy-used-maruti-dzire-2022-cars-hyderabad-10467574199/,2022 Maruti Dzire,Cars24 Owned Stock,₹6.30 lakh,"Upperpally, Attapur, Hyderabad","60,469 km",Petrol,,TS-07,['Auto']
https://www.cars24.com/buy-used-maruti-baleno-2018-cars-hyderabad-10451806785/,2018 Maruti Baleno,Cars24 Owned Stock,₹5.32 lakh,"Uppal, Hyderabad","60,303 km",Petrol,,TS-15,['Auto']
https://www.cars24.com/buy-used-hyundai-creta-2023-cars-hyderabad-10414277111/,2023 Hyundai Creta,Cars24 Owned Stock,₹14.60 lakh,"Kompally, Hyderabad","31,183 km",Petrol,,TS-30,['Auto']
https://www.cars24.com/buy-used-ford-ecosport-2019-cars-hyderabad-10476692183/,2019 Ford Ecosport,Cars24 Owned Stock,₹5.71 lakh,"Kompally, Hyderabad","76,553 km",Petrol,Manual,TS-07,[]
https://www.cars24.com/buy-used-hyundai-grand-i10-2015-cars-hyderabad-10456499125/,2015 Hyundai Grand i10,Cars24 Owned Stock,₹2.99 lakh,"Bachupally, Hyderabad","1,40,829 km",Petrol,Manual,TS-09,[]
https://www.cars24.com/buy-used-maruti-alto-800-2016-cars-hyderabad-10444179153/,2016 Maruti Alto 800,Cars24 Owned Stock,₹2.45 lakh,"Bachupally, Hyderabad","43,060 km",Petrol,Manual,TS-09,[]
https://www.cars24.com/buy-used-honda-amaze-2019-cars-hyderabad-10477493136/,2019 Honda Amaze,Cars24 Owned Stock,₹5.49 lakh,"Uppal, Hyderabad","1,15,218 km",Diesel,,TS-08,['Auto']
https://www.cars24.com/buy-used-kia-carens-2024-cars-hyderabad-10089378157/,2024 KIA CARENS,Cars24 Owned Stock,₹10.90 lakh,"GVK One Mall, Banjara Hills, Hyderabad, Telangana","17,913 km",Petrol,Manual,TG-07,[]
https://www.cars24.com/buy-used-hyundai-elite-i20-2019-cars-hyderabad-10449173196/,2019 Hyundai Elite i20,Cars24 Owned Stock,₹5.73 lakh,"Kompally, Hyderabad","68,394 km",Petrol,Manual,TS-13,[]
https://www.cars24.com/buy-used-mg-astor-2024-cars-hyderabad-10495677111/,2024 MG ASTOR,Cars24 Owned Stock,₹10.66 lakh,"Bachupally, Hyderabad","13,068 km",Petrol,Manual,TG-10,[]
https://www.cars24.com/buy-used-renault-kwid-2017-cars-hyderabad-10299777199/,2017 Renault Kwid,Cars24 Owned Stock,₹2.41 lakh,"Kompally, Hyderabad","77,061 km",Petrol,Manual,AP-27,[]
https://www.cars24.com/buy-used-skoda-slavia-2023-cars-hyderabad-10499877116/,2023 Skoda SLAVIA,Cars24 Owned Stock,₹10.96 lakh,"Bachupally, Hyderabad","31,630 km",Petrol,Manual,TG-08,[]
https://www.cars24.com/buy-used-mahindra-xuv700-2021-cars-hyderabad-10425572180/,2021 Mahindra XUV700,Cars24 Owned Stock,₹16.10 lakh,"Kompally, Hyderabad","67,291 km",Petrol,,TS-10,['Auto']
https://www.cars24.com/buy-used-nissan-magnite-2024-cars-hyderabad-10402879112/,2024 Nissan MAGNITE,Cars24 Owned Stock,₹7.28 lakh,"Kompally, Hyderabad","23,085 km",Petrol,Manual,TG-08,[]
https://www.cars24.com/buy-used-datsun-redi-go-2018-cars-hyderabad-10442997148/,2018 Datsun Redi Go,Cars24 Owned Stock,₹1.76 lakh,"Kompally, Hyderabad","22,314 km",Petrol,Manual,TS-12,[]
https://www.cars24.com/buy-used-volkswagen-taigun-2024-cars-hyderabad-10456177195/,2024 Volkswagen TAIGUN,Cars24 Owned Stock,₹8.87 lakh,"GVK One Mall, Banjara Hills, Hyderabad, Telangana","14,924 km",Petrol,Manual,TG-07,[]
https://www.cars24.com/buy-used-toyota-urban-cruiser-hyryder-2022-cars-hyderabad-10447179181/,2022 Toyota URBAN CRUISER HYRYDER,Cars24 Owned Stock,₹14.31 lakh,"Kompally, Hyderabad","53,915 km",Hybrid,,TS-07,['Auto']
https://www.cars24.com/buy-used-hyundai-elite-i20-2020-cars-hyderabad-10447974117/,2020 Hyundai Elite i20,Cars24 Owned Stock,₹6.09 lakh,"Kompally, Hyderabad","47,663 km",Petrol,Manual,TS-09,[]
https://www.cars24.com/buy-used-maruti-swift-2022-cars-hyderabad-10457078175/,2022 Maruti Swift,Cars24 Owned Stock,₹5.65 lakh,"Kompally, Hyderabad","46,664 km",Petrol,,TS-08,['Auto']
https://www.cars24.com/buy-used-tata-nexon-2021-cars-hyderabad-10488170170/,2021 Tata NEXON,Cars24 Owned Stock,₹8.42 lakh,"GVK One Mall, Banjara Hills, Hyderabad, Telangana","47,603 km",Petrol,,TS-34,['Auto']
https://www.cars24.com/buy-used-maruti-baleno-2023-cars-hyderabad-10426570196/,2023 Maruti Baleno,Cars24 Owned Stock,₹6.85 lakh,"Bachupally, Hyderabad","77,717 km",Petrol,,TS-07,['Auto']
https://www.cars24.com/buy-used-tata-nexon-2019-cars-hyderabad-10440972196/,2019 Tata NEXON,Cars24 Owned Stock,₹6.17 lakh,"Kompally, Hyderabad","89,098 km",Petrol,Manual,TS-08,[]
https://www.cars24.com/buy-used-maruti-swift-2020-cars-hyderabad-10428979118/,2020 Maruti Swift,Cars24 Owned Stock,₹5.59 lakh,"Kompally, Hyderabad","44,694 km",Petrol,,TS-08,['Auto']
https://www.cars24.com/buy-used-renault-kwid-2021-cars-hyderabad-10474570151/,2021 Renault Kwid,Cars24 Owned Stock,₹3.57 lakh,"Upperpally, Attapur, Hyderabad","43,340 km",Petrol,Manual,TS-09,[]
https://www.cars24.com/buy-used-ford-ecosport-2016-cars-hyderabad-10410375172/,2016 Ford Ecosport,Cars24 Owned Stock,₹4.95 lakh,"Kompally, Hyderabad","83,535 km",Petrol,,TS-11,['Auto']
https://www.cars24.com/buy-used-maruti-dzire-2022-cars-hyderabad-10416190167/,2022 Maruti Dzire,Cars24 Owned Stock,₹6.35 lakh,"Upperpally, Attapur, Hyderabad","61,280 km",Petrol,,TS-15,['Auto']
https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-hyderabad-10451470197/,2017 Hyundai Grand i10,Cars24 Owned Stock,₹3.41 lakh,"Bachupally, Hyderabad","69,386 km",Petrol,Manual,TS-05,[]
https://www.cars24.com/buy-used-hyundai-grand-i10-2019-cars-hyderabad-10401570110/,2019 Hyundai Grand i10,Cars24 Owned Stock,₹3.92 lakh,"Kompally, Hyderabad","88,002 km",Petrol,Manual,TS-17,[]
https://www.cars24.com/buy-used-honda-amaze-2020-cars-hyderabad-10400964763/,2020 Honda Amaze,Cars24 Owned Stock,₹5.17 lakh,"Uppal, Hyderabad","1,32,237 km",Diesel,,TS-15,['Auto']
https://www.cars24.com/buy-used-kia-seltos-2020-cars-hyderabad-10452972110/,2020 KIA SELTOS,Cars24 Owned Stock,₹10.70 lakh,"Upperpally, Attapur, Hyderabad","69,241 km",Petrol,Manual,AP-39,[]
https://www.cars24.com/buy-used-mg-astor-2024-cars-hyderabad-10480698148/,2024 MG ASTOR,Cars24 Owned Stock,₹10.40 lakh,"Bachupally, Hyderabad","19,571 km",Petrol,Manual,TG-08,[]
https://www.cars24.com/buy-used-honda-amaze-2015-cars-hyderabad-10028693154/,2015 Honda Amaze,Cars24 Owned Stock,₹3.61 lakh,"Kompally, Hyderabad","82,204 km",Petrol,Manual,TS-07,[]
https://www.cars24.com/buy-used-hyundai-creta-2022-cars-hyderabad-10492170197/,2022 Hyundai Creta,Cars24 Owned Stock,₹13.58 lakh,"Uppal, Hyderabad","1,07,294 km",Diesel,,TS-07,['Auto']
https://www.cars24.com/buy-used-mahindra-xuv700-2023-cars-hyderabad-10406790106/,2023 Mahindra XUV700,Cars24 Owned Stock,₹14.49 lakh,"Kompally, Hyderabad","44,100 km",Diesel,,TS-09,['Auto']
https://www.cars24.com/buy-used-mahindra-xuv700-2023-cars-hyderabad-10484998103/,2023 Mahindra XUV700,Cars24 Owned Stock,₹19.59 lakh,"Upperpally, Attapur, Hyderabad","13,349 km",Petrol,,TS-09,['Auto']
https://www.cars24.com/buy-used-nissan-magnite-2021-cars-hyderabad-10409170156/,2021 Nissan MAGNITE,Cars24 Owned Stock,₹4.74 lakh,"Bachupally, Hyderabad","54,159 km",Petrol,Manual,TS-16,[]
https://www.cars24.com/buy-used-datsun-redi-go-2016-cars-hyderabad-10480472178/,2016 Datsun Redi Go,Cars24 Owned Stock,₹1.81 lakh,"Kompally, Hyderabad","62,702 km",Petrol,Manual,TS-07,[]
https://www.cars24.com/buy-used-chevrolet-sail-uva-2013-cars-hyderabad-10443998113/,2013 Chevrolet Sail UVA,Cars24 Owned Stock,₹2.34 lakh,"Bachupally, Hyderabad","52,781 km",Petrol,Manual,AP-28,[]
https://www.cars24.com/buy-used-volkswagen-taigun-2022-cars-hyderabad-10423392103/,2022 Volkswagen TAIGUN,Cars24 Owned Stock,₹9.48 lakh,"Upperpally, Attapur, Hyderabad","1,32,188 km",Petrol,,TS-03,['Auto']
https://www.cars24.com/buy-used-toyota-urban-cruiser-hyryder-2022-cars-hyderabad-10499495189/,2022 Toyota URBAN CRUISER HYRYDER,Cars24 Owned Stock,₹13.68 lakh,"Uppal, Hyderabad","1,08,490 km",Hybrid,,TS-07,['Auto']
https://www.cars24.com/buy-used-hyundai-elite-i20-2020-cars-hyderabad-10423675192/,2020 Hyundai Elite i20,Cars24 Owned Stock,₹6.03 lakh,"Kompally, Hyderabad","42,242 km",Petrol,Manual,TS-07,[]
https://www.cars24.com/buy-used-maruti-baleno-2018-cars-hyderabad-10418468728/,2018 Maruti Baleno,Cars24 Owned Stock,₹5.18 lakh,"Upperpally, Attapur, Hyderabad","65,673 km",Petrol,,TS-08,['Auto']
https://www.cars24.com/buy-used-tata-nexon-2022-cars-hyderabad-10428277173/,2022 Tata NEXON,Cars24 Owned Stock,₹7.76 lakh,"Bachupally, Hyderabad","56,535 km",Petrol,Manual,TS-04,[]
https://www.cars24.com/buy-used-maruti-swift-2018-cars-hyderabad-10432478171/,2018 Maruti Swift,Cars24 Owned Stock,₹4.88 lakh,"Bachupally, Hyderabad","1,18,478 km",Petrol,,TS-07,['Auto']
https://www.cars24.com/buy-used-tata-nexon-2022-cars-hyderabad-10499773113/,2022 Tata NEXON,Cars24 Owned Stock,₹7.05 lakh,"GVK One Mall, Banjara Hills, Hyderabad, Telangana","80,184 km",Petrol,Manual,TS-10,[]
https://www.cars24.com/buy-used-maruti-swift-2013-cars-hyderabad-10464567704/,2013 Maruti Swift,Cars24 Owned Stock,₹2.80 lakh,"Kompally, Hyderabad","1,49,914 km",Diesel,Manual,AP-28,[]
https://www.cars24.com/buy-used-maruti-dzire-2017-cars-hyderabad-10451495130/,2017 Maruti Dzire,Cars24 Owned Stock,₹5.06 lakh,"Kompally, Hyderabad","55,772 km",Petrol,,TS-08,['Auto']
https://www.cars24.com/buy-used-ford-ecosport-2019-cars-hyderabad-10435997135/,2019 Ford Ecosport,Cars24 Owned Stock,₹6.45 lakh,"Upperpally, Attapur, Hyderabad","56,202 km",Petrol,,TS-08,['Auto']
https://www.cars24.com/buy-used-hyundai-venue-2021-cars-hyderabad-10422072116/,2021 Hyundai VENUE,Cars24 Owned Stock,₹6.26 lakh,"Uppal, Hyderabad","1,32,630 km",Petrol,Manual,TS-15,[]
https://www.cars24.com/buy-used-maruti-celerio-2016-cars-hyderabad-10495962724/,2016 Maruti Celerio,Cars24 Owned Stock,₹2.58 lakh,"Bachupally, Hyderabad","1,37,731 km",Petrol,Manual,TS-07,[]
https://www.cars24.com/buy-used-hyundai-grand-i10-2014-cars-hyderabad-10475973154/,2014 Hyundai Grand i10,Cars24 Owned Stock,₹3.32 lakh,"Bachupally, Hyderabad","1,09,883 km",Petrol,Manual,TS-10,[]
https://www.cars24.com/buy-used-maruti-alto-800-2018-cars-hyderabad-10489492106/,2018 Maruti Alto 800,Cars24 Owned Stock,₹2.50 lakh,"Kompally, Hyderabad","64,166 km",Petrol,Manual,TS-08,[]
https://www.cars24.com/buy-used-hyundai-grand-i10-2013-cars-hyderabad-10403576177/,2013 Hyundai Grand i10,Cars24 Owned Stock,₹2.80 lakh,"Kompally, Hyderabad","94,072 km",Petrol,Manual,AP-10,[]
https://www.cars24.com/buy-used-honda-amaze-2018-cars-hyderabad-10468377183/,2018 Honda Amaze,Cars24 Owned Stock,₹5.06 lakh,"GVK One Mall, Banjara Hills, Hyderabad, Telangana","81,872 km",Diesel,,TS-10,['Auto']
https://www.cars24.com/buy-used-kia-seltos-2020-cars-hyderabad-10409973173/,2020 KIA SELTOS,Cars24 Owned Stock,₹8.73 lakh,"Uppal, Hyderabad","1,31,865 km",Petrol,,TS-07,['Auto']
https://www.cars24.com/buy-used-skoda-slavia-2022-cars-hyderabad-10482972117/,2022 Skoda SLAVIA,Cars24 Owned Stock,₹10.11 lakh,"Bachupally, Hyderabad","39,249 km",Petrol,Manual,TS-09,[]
https://www.cars24.com/buy-used-mahindra-xuv700-2022-cars-hyderabad-10475194168/,2022 Mahindra XUV700,Cars24 Owned Stock,₹16.40 lakh,"Bachupally, Hyderabad","1,01,994 km",Diesel,,TS-08,['Auto']
https://www.cars24.com/buy-used-toyota-yaris-2018-cars-hyderabad-10499373150/,2018 Toyota YARIS,Cars24 Owned Stock,₹6.71 lakh,"Kompally, Hyderabad","52,054 km",Petrol,Manual,TS-10,[]
https://www.cars24.com/buy-used-datsun-redi-go-2021-cars-hyderabad-10402596119/,2021 Datsun Redi Go,Cars24 Owned Stock,₹2.70 lakh,"Upperpally, Attapur, Hyderabad","60,963 km",Petrol,Manual,TS-12,[]
https://www.cars24.com/buy-used-volkswagen-taigun-2023-cars-hyderabad-10425176183/,2023 Volkswagen TAIGUN,Cars24 Owned Stock,₹11.29 lakh,"Upperpally, Attapur, Hyderabad","47,134 km",Petrol,,TS-15,['Auto']
https://www.cars24.com/buy-used-fiat-punto-evo-2014-cars-hyderabad-10450398103/,2014 Fiat Punto EVO,Cars24 Owned Stock,₹3.08 lakh,"Upperpally, Attapur, Hyderabad","51,700 km",CNG,Manual,TS-09,[]
https://www.cars24.com/buy-used-maruti-swift-2018-cars-hyderabad-10434361762/,2018 Maruti Swift,Cars24 Owned Stock,₹5.62 lakh,"GVK One Mall, Banjara Hills, Hyderabad, Telangana","87,301 km",Diesel,,TS-13,['Auto']
https://www.cars24.com/buy-used-hyundai-venue-2020-cars-hyderabad-10409576153/,2020 Hyundai VENUE,Cars24 Owned Stock,₹6.94 lakh,"Upperpally, Attapur, Hyderabad","79,417 km",Petrol,Manual,TS-08,[]
https://www.cars24.com/buy-used-maruti-baleno-2021-cars-hyderabad-10430496114/,2021 Maruti Baleno,Cars24 Owned Stock,₹5.68 lakh,"Kompally, Hyderabad","83,706 km",Petrol,Manual,TS-09,[]
https://www.cars24.com/buy-used-maruti-dzire-2022-cars-hyderabad-10401995192/,2022 Maruti Dzire,Cars24 Owned Stock,₹6.88 lakh,"Bachupally, Hyderabad","60,061 km",Petrol,,TS-08,['Auto']
https://www.cars24.com/buy-used-tata-nexon-2019-cars-hyderabad-10411669721/,2019 Tata NEXON,Cars24 Owned Stock,₹6.11 lakh,"Kompally, Hyderabad","57,814 km",Petrol,,TS-07,['Auto']
https://www.cars24.com/buy-used-renault-kwid-2016-cars-hyderabad-10416695181/,2016 Renault Kwid,Cars24 Owned Stock,₹2.10 lakh,"Kompally, Hyderabad","53,126 km",Petrol,Manual,TS-04,[]
https://www.cars24.com/buy-used-maruti-swift-dzire-2020-cars-hyderabad-10415493187/,2020 Maruti Swift Dzire,Cars24 Owned Stock,₹4.54 lakh,"Kompally, Hyderabad","1,40,900 km",Petrol,Manual,TS-03,[]
https://www.cars24.com/buy-used-ford-ecosport-2017-cars-hyderabad-10445697155/,2017 Ford Ecosport,Cars24 Owned Stock,₹4.97 lakh,"Bachupally, Hyderabad","55,593 km",Diesel,Manual,TS-12,[]
https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-hyderabad-10433473176/,2017 Hyundai Grand i10,Cars24 Owned Stock,₹3.40 lakh,"Bachupally, Hyderabad","1,17,296 km",Petrol,Manual,TS-07,[]
https://www.cars24.com/buy-used-hyundai-grand-i10-2016-cars-hyderabad-10484270177/,2016 Hyundai Grand i10,Cars24 Owned Stock,₹3.61 lakh,"Upperpally, Attapur, Hyderabad","96,266 km",Petrol,,TS-08,['Auto']
https://www.cars24.com/buy-used-kia-seltos-2022-cars-hyderabad-10492374153/,2022 KIA SELTOS,Cars24 Owned Stock,₹11.00 lakh,"Bachupally, Hyderabad","55,028 km",Petrol,Manual,AP-39,[]
https://www.cars24.com/buy-used-skoda-slavia-2022-cars-hyderabad-10422077172/,2022 Skoda SLAVIA,Cars24 Owned Stock,₹9.61 lakh,"Kompally, Hyderabad","49,125 km",Petrol,Manual,TS-08,[]
https://www.cars24.com/buy-used-mahindra-xuv700-2022-cars-hyderabad-10465694160/,2022 Mahindra XUV700,Cars24 Owned Stock,₹18.80 lakh,"Kompally, Hyderabad","49,193 km",Diesel,,TS-09,['Auto']
https://www.cars24.com/buy-used-mahindra-xuv700-2022-cars-hyderabad-10439773197/,2022 Mahindra XUV700,Cars24 Owned Stock,₹17.65 lakh,"Kompally, Hyderabad","67,358 km",Diesel,,TS-09,['Auto']
